ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.208,2.666,9.891,-0.347,3.13,9.287,0.552,-0.507,0.445,22.7,7.9,43.0,0.0,-17.8,28.1,-23.9,29.3,-18.1,2.3,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,5,2017-10-05 19:00:39:115
0.208,2.666,9.891,-0.347,3.13,9.287,0.552,-0.507,0.445,22.7,7.9,43.0,0.0,-17.8,28.1,-23.9,29.3,-18.1,2.3,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,15,2017-10-05 19:00:39:125
0.914,1.982,9.854,-0.285,3.147,9.284,1.184,-1.197,0.412,22.7,7.9,43.0,0.0,-17.6,28.3,-24.1,29.3,-18.1,2.3,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,26,2017-10-05 19:00:39:136
0.486,2.24,10.522,-0.198,3.15,9.285,0.676,-0.946,1.069,0.3,-35.0,25.2,0.0,-17.2,28.6,-24.3,26.9,-18.7,1.8,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,36,2017-10-05 19:00:39:146
0.486,2.24,10.522,-0.198,3.15,9.285,0.676,-0.946,1.069,0.3,-35.0,25.2,0.0,-17.2,28.6,-24.3,26.9,-18.7,1.8,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,45,2017-10-05 19:00:39:155
0.99,2.252,9.83,-0.135,3.133,9.292,1.11,-0.917,0.38,0.4,-32.1,20.6,0.0,-17.0,28.8,-24.6,26.9,-18.7,1.8,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,55,2017-10-05 19:00:39:165
0.831,2.106,9.823,-0.041,3.087,9.308,0.859,-1.015,0.357,3.7,-12.0,13.3,0.0,-17.0,28.9,-24.6,26.9,-18.7,1.8,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,65,2017-10-05 19:00:39:175
0.831,2.106,9.823,-0.041,3.087,9.308,0.859,-1.015,0.357,3.7,-12.0,13.3,0.0,-17.0,28.9,-24.6,26.9,-18.7,1.8,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,75,2017-10-05 19:00:39:185
0.64,2.455,9.861,0.037,3.044,9.322,0.592,-0.628,0.38,8.5,10.9,12.9,0.0,-17.2,29.2,-24.8,25.8,-18.4,0.3,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,86,2017-10-05 19:00:39:196
0.64,2.455,9.861,0.037,3.044,9.322,0.592,-0.628,0.38,8.5,10.9,12.9,0.0,-17.2,29.2,-24.8,25.8,-18.4,0.3,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,95,2017-10-05 19:00:39:205
0.513,2.484,9.706,0.011,3.038,9.324,0.494,-0.594,0.226,11.3,28.3,13.0,0.0,-17.2,29.2,-24.8,25.8,-18.4,0.3,5.0,36.42,12.84356,77.66287,,930.8192139,,56.1,,0 / 0,105,2017-10-05 19:00:39:215
