ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.506,4.328,8.533,0.195,3.973,8.964,1.004,-0.31,-0.077,-13.4,-6.1,-33.4,72.495,-12.2,5.9,5.7,76.5,-24.1,-1.5,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,13,2017-10-05 19:05:33:392
0.506,4.328,8.533,0.136,3.893,9.0,0.362,0.365,-0.603,-13.4,-6.1,-33.4,72.495,-11.6,6.1,6.0,76.5,-24.1,-1.5,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,23,2017-10-05 19:05:33:402
0.506,4.328,8.533,0.136,3.893,9.0,0.362,0.365,-0.603,-13.4,-6.1,-33.4,72.495,-11.6,6.1,6.0,76.5,-24.1,-1.5,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,33,2017-10-05 19:05:33:412
-1.106,6.054,10.661,0.194,3.852,9.016,-1.283,2.105,1.474,-4.8,-6.2,20.4,72.495,-10.9,5.8,6.4,73.9,-23.4,-0.9,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,43,2017-10-05 19:05:33:422
-1.106,6.054,10.661,0.194,3.852,9.016,-1.283,2.105,1.474,-4.8,-6.2,20.4,72.495,-10.9,5.8,6.4,73.9,-23.4,-0.9,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,53,2017-10-05 19:05:33:432
0.647,6.964,10.577,0.276,3.839,9.02,0.36,3.014,1.388,-0.6,-21.8,47.0,72.495,-10.6,6.1,6.4,73.9,-23.4,-0.9,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,63,2017-10-05 19:05:33:442
0.647,6.964,10.577,0.276,3.839,9.02,0.36,3.014,1.388,-5.9,-33.3,47.9,72.495,-10.6,6.1,6.4,73.9,-23.4,-0.9,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,73,2017-10-05 19:05:33:452
2.632,6.815,9.302,0.446,3.852,9.008,2.144,2.854,0.146,-5.9,-33.3,47.9,72.495,-10.1,6.1,6.5,72.1,-23.0,-1.8,5.0,31.76,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,83,2017-10-05 19:05:33:462
2.632,6.815,9.302,0.446,3.852,9.008,2.144,2.854,0.146,-5.9,-33.3,47.9,72.495,-10.1,6.1,6.5,72.1,-23.0,-1.8,5.0,37.95,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,93,2017-10-05 19:05:33:472
0.477,7.798,9.402,0.33,4.1,8.902,0.14,3.573,0.348,-14.0,-36.4,38.9,72.495,-10.1,6.1,6.5,72.1,-23.0,-1.8,5.0,37.95,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,103,2017-10-05 19:05:33:482
0.384,5.181,8.837,0.252,4.575,8.67,0.126,0.523,0.025,-18.8,-45.8,46.0,72.495,-9.9,6.0,6.7,72.1,-23.0,-1.8,5.0,37.95,12.84367,77.66299,,937.7856445,,28.1,,0 / 0,113,2017-10-05 19:05:33:492
