ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (°/s),GYROSCOPE Y (°/s),GYROSCOPE Z (°/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.231,3.651,11.424,0.882,3.998,8.911,-0.655,-0.406,2.33,-28.5,20.7,45.4,1.066,-20.2,-39.2,1.7,152.4,-24.9,-4.4,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,6,2017-10-05 18:55:13:430
-0.72,3.6,11.662,0.896,3.916,8.946,-1.604,-0.374,2.529,-26.8,27.8,46.1,1.066,-20.8,-38.5,1.7,148.7,-24.1,-5.7,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,17,2017-10-05 18:55:13:441
-0.72,3.6,11.662,0.896,3.916,8.946,-1.604,-0.374,2.529,-26.8,27.8,46.1,1.066,-20.8,-38.5,1.7,148.7,-24.1,-5.7,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,27,2017-10-05 18:55:13:451
-1.427,4.248,10.876,0.896,3.916,8.946,-2.263,0.323,1.726,-13.9,33.2,46.5,1.066,-21.4,-38.3,1.5,148.7,-24.1,-5.7,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,36,2017-10-05 18:55:13:460
-1.427,4.248,10.876,0.859,3.857,8.975,-2.263,0.323,1.726,3.9,27.2,42.3,1.066,-21.4,-38.3,1.5,148.7,-24.1,-5.7,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,46,2017-10-05 18:55:13:470
-1.782,5.5,7.867,0.779,3.797,9.008,-2.533,1.615,-1.267,18.1,12.5,36.7,1.066,-22.0,-38.2,1.2,147.5,-23.2,-5.5,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,56,2017-10-05 18:55:13:480
-1.782,5.5,7.867,0.779,3.797,9.008,-2.533,1.615,-1.267,18.1,12.5,36.7,1.066,-22.0,-38.2,1.2,147.5,-23.2,-5.5,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,66,2017-10-05 18:55:13:490
-1.29,5.998,7.034,0.685,3.799,9.015,-1.955,2.102,-2.094,22.3,-1.6,30.4,1.066,-22.6,-37.8,0.9,147.5,-23.2,-5.5,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,76,2017-10-05 18:55:13:500
-1.29,5.998,7.034,0.685,3.799,9.015,-1.955,2.102,-2.094,22.3,-1.6,30.4,1.066,-22.6,-37.8,0.9,147.5,-23.2,-5.5,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,86,2017-10-05 18:55:13:510
-0.97,6.301,6.921,0.622,3.865,8.991,-1.577,2.334,-2.181,13.4,-17.6,22.9,1.066,-22.9,-37.4,0.7,145.7,-23.2,-4.0,5.0,34.4,12.8413,77.66564,,926.270813,,50.0,,0 / 0,97,2017-10-05 18:55:13:521
