sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.952119;1.935878;9.992896;0.087438;4.053819;8.929126;-0.262797;0.082265;0.129322;-2.5039;-12.9889;-0.6408;0.0;-5.9647;-32.3013;1.2573;168.496;-24.417;-0.561;5.0;48.6662;;;;NaN;;;;0 / 0;27;2017-10-03 21:14:40:284
0.952119;1.935878;9.992896;0.222735;4.016647;8.943564;-0.19338;0.04719;-0.031369;-4.1781;-12.7328;6.4643;0.0;-5.9647;-32.3013;1.2573;168.496;-24.417;-0.561;5.0;48.6662;;;;NaN;;;;0 / 0;37;2017-10-03 21:14:40:294
0.952119;1.935878;9.992896;0.222735;4.016647;8.943564;-0.19338;0.04719;-0.031369;-4.1781;-12.7328;6.4643;0.0;-5.9647;-32.3013;1.2573;168.496;-24.417;-0.561;5.0;48.6662;;;;NaN;;;;0 / 0;47;2017-10-03 21:14:40:304
0.952119;1.935878;9.992896;0.222735;4.016647;8.943564;-0.19338;0.04719;-0.031369;-4.1781;-12.7328;6.4643;0.0;-5.9647;-32.3013;1.2573;168.496;-24.417;-0.561;5.0;48.6662;;;;NaN;;;;0 / 0;56;2017-10-03 21:14:40:313
1.845826;1.766002;9.468864;0.222735;4.016647;8.943564;-0.19338;0.04719;-0.031369;-4.1781;-12.7328;6.4643;0.0;-5.9647;-32.3013;1.2573;168.496;-24.417;-0.561;5.0;48.6662;;;;NaN;;;;0 / 0;67;2017-10-03 21:14:40:324
1.845826;1.766002;9.468864;0.222735;4.016647;8.943564;-0.19338;0.04719;-0.031369;-4.1781;-12.7328;6.4643;0.0;-5.7526;-32.4158;1.2573;168.4761;-24.1787;-1.4266;5.0;48.6662;;;;NaN;;;;0 / 0;77;2017-10-03 21:14:40:334
1.845826;1.766002;9.468864;0.222735;4.016647;8.943564;-0.19338;0.04719;-0.031369;-4.1781;-12.7328;6.4643;0.0;-5.7526;-32.4158;1.2573;168.4761;-24.1787;-1.4266;5.0;48.6662;;;;NaN;;;;0 / 0;87;2017-10-03 21:14:40:344
1.672349;1.966991;10.041954;0.341422;4.059039;8.920652;-0.453739;0.133972;0.281428;5.2019;-8.3405;13.1551;0.0;-5.7526;-32.4158;1.2573;168.4761;-24.1787;-1.4266;5.0;48.6662;;;;NaN;;;;0 / 0;96;2017-10-03 21:14:40:353
1.672349;1.966991;10.041954;0.341422;4.059039;8.920652;-0.453739;0.133972;0.281428;5.2019;-8.3405;13.1551;0.0;-5.7526;-32.4158;1.2573;168.4761;-24.1787;-1.4266;5.0;48.6662;;;;NaN;;;;0 / 0;106;2017-10-03 21:14:40:363
1.672349;1.966991;10.041954;0.341422;4.059039;8.920652;-0.453739;0.133972;0.281428;5.2019;-8.3405;13.1551;0.0;-5.7526;-32.4158;1.2573;168.4761;-24.1787;-1.4266;5.0;48.6662;;;;NaN;;;;0 / 0;117;2017-10-03 21:14:40:374
