sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.250274;1.359218;7.897987;-0.062576;3.391998;9.201134;2.02741;0.205499;0.734655;27.1066;-3.901;-28.6356;0.0;41.8091;5.3375;-15.4297;283.3963;-20.236;0.3897;5.0;59.06464;;;;NaN;;;;0 / 0;34;2017-10-03 21:32:38:952
-0.250274;1.359218;7.897987;-0.062576;3.391998;9.201134;2.02741;0.205499;0.734655;27.1066;-3.901;-28.6356;0.0;41.8091;5.3375;-15.4297;283.3963;-20.236;0.3897;5.0;59.06464;;;;NaN;;;;0 / 0;41;2017-10-03 21:32:38:959
-0.250274;1.359218;7.897987;0.279135;3.102552;9.298744;0.685473;0.661686;-3.860559;-36.3432;-60.0532;-70.1107;0.0;41.8091;5.3375;-15.4297;283.3963;-20.236;0.3897;5.0;59.06464;;;;NaN;;;;0 / 0;52;2017-10-03 21:32:38:970
-0.250274;1.359218;7.897987;0.279135;3.102552;9.298744;0.685473;0.661686;-3.860559;-36.3432;-60.0532;-70.1107;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;61;2017-10-03 21:32:38:979
3.413132;0.868693;10.807654;0.279135;3.102552;9.298744;0.685473;0.661686;-3.860559;-36.3432;-60.0532;-70.1107;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;71;2017-10-03 21:32:38:989
3.413132;0.868693;10.807654;0.279135;3.102552;9.298744;0.685473;0.661686;-3.860559;-36.3432;-60.0532;-70.1107;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;81;2017-10-03 21:32:38:999
3.413132;0.868693;10.807654;0.279135;3.102552;9.298744;0.685473;0.661686;-3.860559;-36.3432;-60.0532;-70.1107;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;91;2017-10-03 21:32:39:009
1.772858;0.796901;9.790702;0.859231;2.915852;9.323622;-0.535499;0.089207;0.754955;-23.8534;-85.5625;-66.6862;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;101;2017-10-03 21:32:39:019
1.772858;0.796901;9.790702;0.859231;2.915852;9.323622;-0.535499;0.089207;0.754955;-23.8534;-85.5625;-66.6862;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;111;2017-10-03 21:32:39:029
1.772858;0.796901;9.790702;0.859231;2.915852;9.323622;-0.535499;0.089207;0.754955;-23.8534;-85.5625;-66.6862;0.0;41.6733;6.3217;-15.5045;283.7024;-18.4437;-1.7194;5.0;59.06464;;;;NaN;;;;0 / 0;122;2017-10-03 21:32:39:040
1.772858;0.796901;9.790702;0.859231;2.915852;9.323622;-0.535499;0.089207;0.754955;-23.8534;-85.5625;-66.6862;0.0;40.9821;7.8812;-16.1438;284.9036;-17.2976;-5.2653;5.0;59.06464;;;;NaN;;;;0 / 0;132;2017-10-03 21:32:39:050
4.144135;-1.75385;10.66169;0.859231;2.915852;9.323622;-0.535499;0.089207;0.754955;-23.8534;-85.5625;-66.6862;0.0;40.9821;7.8812;-16.1438;284.9036;-17.2976;-5.2653;5.0;59.06464;;;;NaN;;;;0 / 0;141;2017-10-03 21:32:39:059
4.144135;-1.75385;10.66169;0.859231;2.915852;9.323622;-0.535499;0.089207;0.754955;-23.8534;-85.5625;-66.6862;0.0;40.9821;7.8812;-16.1438;284.9036;-17.2976;-5.2653;5.0;59.06464;;;;NaN;;;;0 / 0;151;2017-10-03 21:32:39:069
4.144135;-1.75385;10.66169;1.660947;3.043371;9.173306;0.046624;-1.092505;0.2815;14.5355;-92.4517;-16.7002;0.0;40.9821;7.8812;-16.1438;284.9036;-17.2976;-5.2653;5.0;59.06464;;;;NaN;;;;0 / 0;161;2017-10-03 21:32:39:079
4.144135;-1.75385;10.66169;1.660947;3.043371;9.173306;0.046624;-1.092505;0.2815;14.5355;-92.4517;-16.7002;0.0;40.9821;7.8812;-16.1438;284.9036;-17.2976;-5.2653;5.0;59.06464;;;;NaN;;;;0 / 0;171;2017-10-03 21:32:39:089
