sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.072021;-0.065709;4.661689;0.977475;5.1315;8.299557;-0.422092;-0.887207;0.464994;69.6666;-58.3493;-93.9983;0.0;38.269;10.4691;-9.8267;286.5711;-27.1399;-6.1976;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;19;2017-10-03 21:22:45:126
4.410935;1.927516;3.995292;0.977475;5.1315;8.299557;-2.238262;-2.125451;-2.972574;50.2361;-128.0989;-79.0352;0.0;38.269;10.4691;-9.8267;286.5711;-27.1399;-6.1976;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;28;2017-10-03 21:22:45:135
4.410935;1.927516;3.995292;1.543745;5.636266;7.875262;-2.238262;-2.125451;-2.972574;50.2361;-128.0989;-79.0352;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;36;2017-10-03 21:22:45:143
4.410935;1.927516;3.995292;1.543745;5.636266;7.875262;-2.238262;-2.125451;-2.972574;50.2361;-128.0989;-79.0352;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;46;2017-10-03 21:22:45:153
4.410935;1.927516;3.995292;1.543745;5.636266;7.875262;-2.238262;-2.125451;-2.972574;50.2361;-128.0989;-79.0352;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;57;2017-10-03 21:22:45:164
4.410935;1.927516;3.995292;1.543745;5.636266;7.875262;-2.238262;-2.125451;-2.972574;50.2361;-128.0989;-79.0352;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;66;2017-10-03 21:22:45:173
7.06099;0.417644;7.143043;1.543745;5.636266;7.875262;-2.238262;-2.125451;-2.972574;50.2361;-128.0989;-79.0352;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;76;2017-10-03 21:22:45:183
7.06099;0.417644;7.143043;2.136701;5.077812;8.112997;2.133982;-1.824935;-0.29426;-61.4328;-56.0517;19.0581;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;86;2017-10-03 21:22:45:193
7.06099;0.417644;7.143043;2.136701;5.077812;8.112997;2.133982;-1.824935;-0.29426;-61.4328;-56.0517;19.0581;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;96;2017-10-03 21:22:45:203
7.06099;0.417644;7.143043;2.136701;5.077812;8.112997;2.133982;-1.824935;-0.29426;-61.4328;-56.0517;19.0581;0.0;36.5021;11.5158;-12.645;291.0366;-31.5517;-6.717;5.0;52.28127;12.843671;77.66302;;NaN;;25.326;;0 / 0;107;2017-10-03 21:22:45:214
