sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
1.774049;3.102382;9.093192;1.50678;4.465063;8.600188;-0.147977;-0.234572;-0.512961;-1.2616;-44.7641;-33.862;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;21;2017-10-03 21:19:49:572
1.774049;3.102382;9.093192;1.50678;4.465063;8.600188;-0.147977;-0.234572;-0.512961;-1.2616;-44.7641;-33.862;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;32;2017-10-03 21:19:49:583
2.873551;1.847346;9.461692;1.632183;4.306362;8.658038;-0.423214;0.314678;-1.910163;-23.5859;-23.5413;-16.7116;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;42;2017-10-03 21:19:49:593
2.873551;1.847346;9.461692;1.632183;4.306362;8.658038;-0.423214;0.314678;-1.910163;-23.5859;-23.5413;-16.7116;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;52;2017-10-03 21:19:49:603
2.873551;1.847346;9.461692;1.632183;4.306362;8.658038;-0.423214;0.314678;-1.910163;-23.5859;-23.5413;-16.7116;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;62;2017-10-03 21:19:49:613
2.873551;1.847346;9.461692;1.632183;4.306362;8.658038;-0.423214;0.314678;-1.910163;-23.5859;-23.5413;-16.7116;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;71;2017-10-03 21:19:49:622
2.015717;1.821025;9.351616;1.632183;4.306362;8.658038;-0.423214;0.314678;-1.910163;-23.5859;-23.5413;-16.7116;3.0;-5.4749;-0.4669;-6.5369;46.4598;-27.0849;-9.9375;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;81;2017-10-03 21:19:49:632
2.015717;1.821025;9.351616;1.632183;4.306362;8.658038;-0.423214;0.314678;-1.910163;-23.5859;-23.5413;-16.7116;3.0;-5.542;-0.3876;-6.5613;52.6606;-26.0482;-10.6759;5.0;53.30445;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;91;2017-10-03 21:19:49:642
2.015717;1.821025;9.351616;1.601077;4.268952;8.682338;-0.613956;0.368097;0.119679;-4.9186;2.4051;0.0594;3.0;-5.542;-0.3876;-6.5613;52.6606;-26.0482;-10.6759;5.0;50.43762;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;102;2017-10-03 21:19:49:653
2.015717;1.821025;9.351616;1.601077;4.268952;8.682338;-0.613956;0.368097;0.119679;-4.9186;2.4051;0.0594;3.0;-5.542;-0.3876;-6.5613;52.6606;-26.0482;-10.6759;5.0;50.43762;12.843536;77.66298;;930.4812012;;25.359;;0 / 0;112;2017-10-03 21:19:49:663
