5,-0.47,1.334,11.131,2.636,1.773,9.278,-3.099,-0.461,1.675,39.5,-5.5,10,-26.5,-35.7,-16.8,145.8,-10,-16
15,-0.267,2.117,10.591,2.5,1.876,9.295,-2.762,0.207,1.125,46.9,6.1,11.2,-27.1,-35.5,-15.9,145.8,-10,-16
25,-0.267,2.117,10.591,2.5,1.876,9.295,-2.762,0.207,1.125,50.2,-11.3,8.3,-27.1,-35.5,-15.9,145.8,-10,-16
35,0.246,1.853,10.781,2.394,1.986,9.3,-2.152,-0.163,1.307,50.2,-11.3,8.3,-27.5,-35.3,-14.8,142.5,-11,-15.1
45,0.246,1.853,10.781,2.394,1.986,9.3,-2.152,-0.163,1.307,42,-26.4,1.7,-27.5,-35.3,-14.8,142.5,-11,-15.1
56,0.354,2.301,8.67,2.353,2.061,9.295,-2.005,0.204,-0.764,42,-26.4,1.7,-27.7,-35.2,-14.2,142.5,-11,-15.1
65,0.354,2.301,8.67,2.353,2.061,9.295,-2.005,0.204,-0.764,27.2,-39.5,1,-27.7,-35.2,-14.2,142.5,-11,-15.1
75,0.354,2.301,8.67,2.325,2.13,9.286,-1.977,0.134,-0.755,14,-52.1,9.2,-27.7,-35.2,-14.2,142.5,-11,-15.1
85,0.354,2.301,8.67,2.325,2.13,9.286,-1.977,0.134,-0.755,14,-52.1,9.2,-27.7,-35.2,-14.2,142.5,-11,-15.1
95,0.805,2.78,9.179,2.403,2.15,9.261,-1.611,0.585,-0.229,14,-52.1,9.2,-28.2,-35,-13.4,141.3,-12.5,-14.1
105,0.805,2.78,9.179,2.403,2.15,9.261,-0.273,-0.004,0.002,12.2,-62.1,14.2,-28.4,-34.9,-12.7,141.3,-12.5,-14.1
115,2.292,2.263,9.361,2.528,2.23,9.209,-0.273,-0.004,0.002,20.7,-62.1,17.9,-28.4,-34.9,-12.7,141.3,-12.5,-14.1
125,2.292,2.263,9.361,2.528,2.23,9.209,-0.273,-0.004,0.002,20.7,-62.1,17.9,-28.4,-34.9,-12.7,141.3,-12.5,-14.1
135,2.549,2.125,8.89,2.638,2.306,9.159,-0.13,-0.215,-0.412,29.9,-45.1,24.8,-28.4,-34.8,-11.9,141.3,-13.1,-15.3
145,2.464,2.018,8.868,2.716,2.407,9.11,-0.292,-0.422,-0.384,33,-23.3,32,-28.6,-35,-11.5,141.3,-13.1,-15.3
155,2.464,2.018,8.868,2.716,2.407,9.11,-0.292,-0.422,-0.384,33,-23.3,32,-28.6,-35,-11.5,141.3,-13.1,-15.3
165,2.216,2.25,8.805,2.8,2.419,9.082,-0.619,-0.206,-0.418,29,-12.5,36.6,-28.6,-34.5,-10.3,141.3,-13.1,-15.3
176,2.216,2.25,8.805,2.8,2.419,9.082,-0.619,-0.206,-0.418,29,-12.5,36.6,-28.6,-34.5,-10.3,141.3,-13.1,-15.3
185,2.587,2.187,9.519,2.849,2.455,9.057,-0.304,-0.302,0.309,22.4,-5.9,47.6,-28.9,-34.6,-9.6,139.9,-14.5,-17.5
195,3.552,2.155,10.28,2.912,2.478,9.03,0.583,-0.357,1.084,19.1,-1.9,55.8,-29,-34.7,-8.8,139.9,-14.5,-17.5
205,3.552,2.155,10.28,2.912,2.478,9.03,0.583,-0.357,1.084,19.1,-1.9,55.8,-29,-34.7,-8.8,139.9,-14.5,-17.5
216,3.552,2.155,10.28,2.912,2.478,9.03,0.583,-0.357,1.084,19.1,4.1,54.6,-29,-34.7,-8.8,139.9,-14.5,-17.5
225,3.502,1.905,10.453,2.941,2.487,9.019,0.504,-0.612,1.267,26.1,4.1,54.6,-29.2,-34.7,-7.7,139.9,-14.5,-17.5
235,3.003,1.811,9.862,2.92,2.533,9.013,0.035,-0.751,0.691,36.4,14.1,51.2,-29.2,-34.3,-7.1,138.7,-14.7,-18.1
245,3.003,1.811,9.862,2.92,2.533,9.013,0.035,-0.751,0.691,41.7,21.1,40.7,-29.2,-34.3,-7.1,138.7,-14.7,-18.1
255,3.273,1.477,9.478,2.908,2.569,9.006,0.313,-1.116,0.32,41.7,21.1,40.7,-29.7,-34.2,-6.5,138.7,-14.7,-18.1
265,3.273,1.477,9.478,2.908,2.569,9.006,0.313,-1.116,0.32,41.7,21.1,40.7,-29.7,-34.2,-6.5,138.7,-14.7,-18.1
279,2.054,2.077,9.414,2.884,2.626,8.997,-0.864,-0.582,0.265,42.7,26.8,33,-30.4,-34.1,-6,137.1,-15.5,-17.8
285,2.054,2.077,9.414,2.884,2.626,8.997,-0.864,-0.582,0.265,45,19.4,29.3,-30.4,-34.1,-6,137.1,-15.5,-17.8
295,2.054,2.077,9.414,2.859,2.665,8.994,-0.838,-0.621,0.268,43.2,10.6,28.1,-30.4,-34.1,-6,137.1,-15.5,-17.8
305,2.054,2.077,9.414,2.859,2.665,8.994,-0.838,-0.621,0.268,43.2,10.6,28.1,-30.4,-34.1,-6,137.1,-15.5,-17.8
315,1.389,2.531,8.963,2.803,2.744,8.988,-1.436,-0.254,-0.169,43.2,10.6,28.1,-30.7,-33.5,-5.8,137.1,-15.5,-17.8
325,1.389,2.531,8.963,2.803,2.744,8.988,-1.436,-0.254,-0.169,38.8,-4.8,30.6,-30.7,-33.5,-5.8,137.1,-15.5,-17.8
335,2.349,1.814,8.367,2.83,2.806,8.96,-0.518,-1.021,-0.727,32.6,-15.1,32.7,-31.2,-33.4,-5.5,134.6,-16.2,-17.3
345,2.349,1.814,8.367,2.801,2.856,8.953,-0.49,-1.071,-0.721,32.6,-15.1,32.7,-31.6,-32.9,-5.2,134.6,-16.2,-17.3
355,2.349,1.814,8.367,2.801,2.856,8.953,-0.49,-1.071,-0.721,21.4,-17.8,38.3,-31.6,-32.9,-5.2,134.6,-16.2,-17.3
365,2.124,2.112,8.206,2.843,2.878,8.933,-0.753,-0.8,-0.859,15.7,-11.8,44.4,-32,-32.3,-4.9,134.6,-16.2,-17.3
375,2.124,2.112,8.206,2.843,2.878,8.933,-0.753,-0.8,-0.859,15.7,-11.8,44.4,-32,-32.3,-4.9,134.6,-16.2,-17.3
385,2.856,1.824,9.392,2.9,2.869,8.918,-0.09,-1.074,0.323,15.9,-8.4,47.9,-32.5,-31.7,-4.7,132.3,-17.1,-17.7
395,2.856,1.824,9.392,2.929,2.854,8.913,-0.119,-1.059,0.328,15.9,-8.4,47.9,-32.5,-31.7,-4.7,132.3,-17.1,-17.7
405,3.147,1.868,9.462,2.985,2.836,8.9,0.111,-0.998,0.409,13.1,-6.4,49,-32.9,-31.4,-4.7,132.3,-17.1,-17.7
415,3.147,1.868,9.462,2.985,2.836,8.9,0.111,-0.998,0.409,13.1,-6.4,49,-32.9,-31.4,-4.7,132.3,-17.1,-17.7
425,3.606,1.499,10.314,3.002,2.82,8.9,0.546,-1.345,1.249,11.8,-3.4,48.2,-33.2,-30.8,-4.5,130.4,-16.8,-18.5
