20,-2.172,4.504,8.103,-1.56,3.808,8.902,-0.577,0.624,-0.929,1.3,1.4,17.8,-27.9,8.5,-22.9,64.2,-22.8,9.9
31,-2.147,4.493,8.303,-1.551,3.838,8.89,-0.561,0.583,-0.721,1.7,0.5,20.8,-27.9,8.7,-22.8,64.2,-22.8,9.9
41,-2.147,4.493,8.303,-1.551,3.838,8.89,-0.561,0.583,-0.721,1.7,0.5,20.8,-27.9,8.7,-22.8,64.2,-22.8,9.9
51,-2.147,4.493,8.303,-1.552,3.86,8.881,-0.56,0.562,-0.711,1.7,0.5,20.8,-27.9,8.9,-22.8,64.2,-22.8,9.9
61,-2.144,4.652,8.188,-1.543,3.917,8.857,-0.567,0.661,-0.801,1.3,-1.5,20.1,-27.9,8.9,-22.9,64.1,-23.2,9.9
72,-2.144,4.652,8.188,-1.543,3.917,8.857,-0.567,0.661,-0.801,1.4,-2.8,20.1,-27.9,8.9,-22.9,64.1,-23.2,9.9
81,-2.229,4.798,7.886,-1.538,3.967,8.836,-0.655,0.755,-1.076,-1.9,1.4,21.5,-27.9,9.2,-22.8,64.1,-23.2,9.9
92,-2.229,4.798,7.886,-1.538,3.967,8.836,-0.655,0.755,-1.076,-1.9,1.4,21.5,-27.9,9.2,-22.8,64.1,-23.2,9.9
101,-2.229,4.798,7.886,-1.536,3.987,8.827,-0.657,0.735,-1.067,-1.9,1.4,21.5,-27.9,9.2,-22.8,64.1,-23.2,9.9
111,-1.826,4.718,8.508,-1.543,4.018,8.812,-0.254,0.625,-0.44,-8.3,5.7,22.5,-28.1,9.2,-22.8,63.8,-24,9.9
121,-1.826,4.718,8.508,-1.543,4.018,8.812,-0.254,0.625,-0.44,-13.2,13.2,22.9,-28.1,9.2,-22.8,63.8,-24,9.9
130,-1.384,4.619,9.276,-1.583,4.034,8.797,0.221,0.511,0.33,-10.1,19.2,19.4,-28,9.6,-23,63.8,-24,9.9
141,-1.384,4.619,9.276,-1.583,4.034,8.797,0.221,0.511,0.33,-10.1,19.2,19.4,-28,9.6,-23,63.8,-24,9.9
152,-1.894,4.962,9.599,-1.619,4.074,8.772,-0.245,0.809,0.673,-1.8,20.9,18.9,-27.8,10,-23.1,62.6,-24.3,10.2
161,-1.894,4.962,9.599,-1.619,4.074,8.772,-0.245,0.809,0.673,-1.8,20.9,18.9,-27.8,10,-23.1,62.6,-24.3,10.2
171,-1.859,5.014,9.373,-1.645,4.105,8.753,-0.184,0.828,0.47,2.1,18,19.9,-28,10,-23.5,62.6,-24.3,10.2
181,-1.323,4.857,9.482,-1.649,4.123,8.744,0.347,0.656,0.586,2.1,18,19.9,-27.8,10.4,-23.6,62.6,-24.3,10.2
191,-1.323,4.857,9.482,-1.649,4.123,8.744,0.347,0.656,0.586,6.2,11.3,18,-27.8,10.4,-23.6,62.6,-24.3,10.2
201,-0.945,4.894,8.97,-1.645,4.164,8.725,0.716,0.652,0.101,5.9,1,13.6,-27.7,10.8,-23.8,61,-24.9,10.7
211,-0.945,4.894,8.97,-1.645,4.164,8.725,0.716,0.652,0.101,0.5,-5.9,9.3,-27.7,10.8,-23.8,61,-24.9,10.7
221,-0.834,4.963,8.734,-1.613,4.196,8.715,0.793,0.687,-0.121,0.5,-5.9,9.3,-27.7,11.4,-23.8,61,-24.9,10.7
231,-0.834,4.963,8.734,-1.613,4.196,8.715,0.793,0.687,-0.121,0.5,-5.9,9.3,-27.7,11.4,-23.8,61,-24.9,10.7
241,-0.482,4.837,8.951,-1.589,4.204,8.716,1.115,0.555,0.091,-6.5,-5,5.5,-27.7,11.5,-24.1,60.8,-25.3,10.5
251,-0.482,4.837,8.951,-1.589,4.204,8.716,1.115,0.555,0.091,-7.8,6.4,2.9,-27.7,11.5,-24.1,60.8,-25.3,10.5
261,-0.482,4.837,8.951,-1.589,4.204,8.716,1.115,0.555,0.091,-7.8,6.4,2.9,-27.7,11.5,-24.1,60.8,-25.3,10.5
271,-1.245,4.878,11.087,-1.568,4.231,8.707,0.343,0.569,2.202,1,17.1,4.6,-27.5,11.8,-24.2,60.8,-25.3,10.5
281,-1.245,4.878,11.087,-1.568,4.231,8.707,0.343,0.569,2.202,1,17.1,4.6,-27.5,11.8,-24.2,60.8,-25.3,10.5
290,-1.341,4.699,11.416,-1.569,4.284,8.681,0.25,0.339,2.552,12,12.9,9,-27.5,11.6,-24.1,58.4,-25.6,10.2
